Mission;Sample;serial number;return container;Container;Sample type;weight (g)
Apollo 15;15936;NA;SCB7;DB273;DB residue;6.7
Apollo 15;15937;NA;SCB7;DB255;DB residue;1.7
Apollo 15;15938;NA;SCB2;DB274;DB residue;16.6
Apollo 15;15939;NA;SCB7;DB275;DB residue;4.2
Apollo 15;15940;NA;SCB7;DB278;DB residue;3.5
Apollo 15;15941;NA;SCB7;DB281;DB residue;10
Apollo 15;15942;NA;SCB7;DB282;DB residue;58.8
Apollo 15;15943;NA;SCB7;DB283;DB residue;1.7
Apollo 15;15951;NA;SCB1;NA;SCB residue ;30
Apollo 15;15954;NA;SCB4;NA;SCB residue ;89.3
Apollo 15;15955;NA;SCB5;NA;SCB residue ;8.6
Apollo 15;15956;NA;SCB6;NA;SCB residue ;98.5
Apollo 15;15957;NA;SCB7;NA;SCB residue ;75.5
Apollo 16;60001;180;NA;Drill core bit;NA;30.1
Apollo 16;60002;18;NA;Drill core stem;NA;211.9
Apollo 16;60003;19;NA;Drill core stem;NA;215.5
Apollo 16;60004;15;NA;Drill core stem;NA;202.7
Apollo 16;60005;24;NA;Drill core stem;NA;76.1
Apollo 16;60006;12;NA;drive tube ;NA;165.6
Apollo 16;60007;14;NA;Drill core bottom;NA;105.7
Apollo 16;60009;2054;NA;Drive tube;NA;759.8
Apollo 16;60010;2045;NA;Drive tube ;NA;634.3
Apollo 16;60013;2032;NA;Drive tube;NA;757.2
Apollo 16;60014;2027;NA;Drive tube ;NA;570.3
Apollo 16;60015;NA;SCB5;NA;pristine cataclastic anorthosite ;5574
Apollo 16;60016;NA;SCB7;NA;fragmental polymict breccia;4307
Apollo 16;60017;NA;SCB7;NA;variolitic impact melt / breccia;2102
Apollo 16;60018;NA;SCB7;NA;basaltic impact melt ;1501
Apollo 16;60019;NA;SCB4;NA;glassy breccia;1887
Apollo 16;60025;NA;SCB3;NA;pristine cataclastic anorthosite ;1836
Apollo 16;60035;NA;SRC1;DB351;polymict granoblastic breccia;1052
Apollo 16;60055;NA;SRC1;DB355;pristine cataclastic anorthosite ;35.48
Apollo 16;60056;NA;SRC1;DB355;cataclastic anorthosite ;16.07
Apollo 16;60057;NA;SRC1;DB355;cataclastic anorthosite ;3.1
Apollo 16;60058;NA;SRC1;DB355;fragmental polymict breccia;2.12
Apollo 16;60059;NA;SRC1;DB355;cataclastic anorthosite ;1.05
Apollo 16;60075;NA;SRC 1;DB373;fragmental polymict breccia;183.8
Apollo 16;60095;NA;SCB1;DB004;glass ;46.6
Apollo 16;60115;NA;SCB1;DB381;glassy breccia;132.5
Apollo 16;60135;NA;SCB6;DB430;cataclastic anorthosite ;137.7
Apollo 16;60215;NA;SCB6;DB13;pristine cataclastic anorthosite ;385.8
Apollo 16;60235;NA;SCB6;DB15;basaltic impact melt ;70.13
Apollo 16;60255;NA;SCB6;DB17;regolith breccia;871
Apollo 16;60275;NA;SCB7;DB18;glassy breccia;255.2
Apollo 16;60315;NA;SCB7;DB20;poikilitic impact melt;787.7
Apollo 16;60335;NA;SCB6;DB331;basaltic impact melt ;317.8
Apollo 16;60515;NA;SCB4;DB349;cataclastic anorthosite ;16.74
Apollo 16;60516;NA;SCB4;DB349;cataclastic anorthosite ;7.91
Apollo 16;60517;NA;SCB4;DB349;cataclastic anorthosite ;1.23
Apollo 16;60518;NA;SCB4;DB349;cataclastic anorthosite ;1.12
Apollo 16;60519;NA;SCB4;DB349;cataclastic anorthosite ;0.5
Apollo 16;60525;NA;SCB4;DB349;poikilitic impact melt;12.84
Apollo 16;60526;NA;SCB4;DB349;poikilitic impact melt;8.42
Apollo 16;60527;NA;SCB4;DB349;crystalline polymict breccia;7.36
Apollo 16;60528;NA;SCB4;DB349;glassy impact melt ;2.94
Apollo 16;60529;NA;SCB4;DB349;basaltic impact melt ;1.24
Apollo 16;60535;NA;SCB4;DB349;fragmental polymict breccia;7.23
Apollo 16;60615;NA;SCB4;DB347;basaltic impact melt ;32.97
Apollo 16;60616;NA;SCB4;DB347;poikilitic impact melt;3.4
Apollo 16;60617;NA;SCB4;DB347;crystalline impact melt;2.77
Apollo 16;60618;NA;SCB4;DB347;basaltic impact melt ;21.67
Apollo 16;60619;NA;SCB4;DB347;granoblastic anorthosite;28
Apollo 16;60625;NA;SCB4;DB347;poikilitic impact melt;117
Apollo 16;60626;NA;SCB4;DB347;poikilitic impact melt;15.87
Apollo 16;60627;NA;SCB4;DB347;crystalline impact melt;12.09
Apollo 16;60628;NA;SCB4;DB347;cataclastic anorthosite ;6.86
Apollo 16;60629;NA;SCB4;DB347;cataclastic anorthosite ;4.92
Apollo 16;60635;NA;SCB4;DB347;basaltic impact melt ;15.05
Apollo 16;60636;NA;SCB4;DB347;basaltic impact melt ;35.65
Apollo 16;60637;NA;SCB4;DB347;fragmental polymict breccia;7.98
Apollo 16;60638;NA;SCB4;DB347;fragmental polymict breccia;0.72
Apollo 16;60639;NA;SCB4;DB347;fragmental polymict breccia;175.1
Apollo 16;60645;NA;SCB4;DB347;fine-grained impact melt;33.5
Apollo 16;60646;NA;SCB4;DB347;fine-grained impact melt;3.39
Apollo 16;60647;NA;SCB4;DB347;glassy impact melt ;1.76
Apollo 16;60648;NA;SCB4;DB347;glassy breccia;2.84
Apollo 16;60649;NA;SCB4;DB347;glassy breccia;1.03
Apollo 16;60655;NA;SCB4;DB347;glassy impact melt ;8.63
Apollo 16;60656;NA;SCB4;DB347;glassy impact melt ;11.23
Apollo 16;60657;NA;SCB4;DB347;fragmental polymict breccia;6.05
Apollo 16;60658;NA;SCB4;DB347;glassy impact melt ;5.47
Apollo 16;60659;NA;SCB4;DB347;fragmental polymict breccia;22.2
Apollo 16;60665;NA;SCB4;DB347;glass;90.1
Apollo 16;60666;NA;SCB4;DB347;glassy impact melt ;15.95
Apollo 16;60667;NA;SCB4;DB347;glassy impact melt ;7.66
Apollo 16;60668;NA;SCB4;DB347;glassy impact melt ;2.91
Apollo 16;60669;NA;SCB4;DB347;glass;2.54
Apollo 16;60675;NA;SCB4;DB347;fine-grained impact melt;1.3
Apollo 16;60676;NA;SCB4;DB347;glassy impact melt ;8.92
Apollo 16;60677;NA;SCB4;DB347;glassy breccia;5.23
Apollo 16;60678;NA;SCB4;DB347;glassy impact melt ;1.25
Apollo 16;60679;NA;SCB4;DB347;glassy impact melt ;2.96
Apollo 16;61015;NA;SRC1;NA;dilithologic breccia;1804
Apollo 16;61016;NA;BSLSS;NA;basaltic impact melt ;11729
Apollo 16;61017;NA;SRC1;NA;cataclastic anorthosite ;2.62
Apollo 16;61135;NA;SRC1;DB362;fragmental polymict breccia;245.1
Apollo 16;61155;NA;SRC1;DB371;glassy impact melt ;47.59
Apollo 16;61156;NA;SRC1;DB371;meta-poikilitic impact melt;58.46
Apollo 16;61157;NA;SRC1;DB371;fragmental polymict breccia;11.26
Apollo 16;61158;NA;SRC1;DB371;fragmental polymict breccia;14.79
Apollo 16;61175;NA;SRC1;DB364;fragmental polymict breccia;542.7
Apollo 16;61195;NA;SRC1;DB002;regolith breccia;587.9
Apollo 16;61225;NA;SRC1;DB357;crystalline impact melt;3.52
Apollo 16;61226;NA;SRC1;DB357;cataclastic anorthosite ;1.53
Apollo 16;61245;NA;SRC1;DB352;fine-grained impact melt;8.25
Apollo 16;61246;NA;SRC1;DB352;fine-grained impact melt;6.05
Apollo 16;61247;NA;SRC1;DB352;poikilitic impact melt;2.48
Apollo 16;61248;NA;SRC1;DB352;fragmental polymict breccia;1.71
Apollo 16;61249;NA;SRC1;DB352;basaltic impact melt ;1.17
Apollo 16;61255;NA;SRC1;DB352;cindery glass;1.13
Apollo 16;61295;NA;SRC1;DB353;regolith breccia;187
Apollo 16;61505;NA;SRC1;DB354;fine-grained impact melt;1.651
Apollo 16;61515;NA;SRC1;DB372;fragmental polymict breccia;2
Apollo 16;61516;NA;SRC1;DB372;fragmental polymict breccia;2.38
Apollo 16;61517;NA;SRC1;DB372;fragmental polymict breccia;0.47
Apollo 16;61518;NA;SRC1;DB372;fragmental polymict breccia;0.16
Apollo 16;61519;NA;SRC1;DB372;fragmental polymict breccia;0.33
Apollo 16;61525;NA;SRC1;DB372;glassy breccia;10.35
Apollo 16;61526;NA;SRC1;DB372;fragmental polymict breccia;4.08
Apollo 16;61527;NA;SRC1;DB372;fragmental polymict breccia;0.52
Apollo 16;61528;NA;SRC1;DB372;fragmental polymict breccia;0.24
Apollo 16;61529;NA;SRC1;DB372;fragmental polymict breccia;0.28
Apollo 16;61535;NA;SRC1;DB372;fragmental polymict breccia;0.23
Apollo 16;61536;NA;SRC1;DB372;glassy breccia;85.99
Apollo 16;61537;NA;SRC1;DB372;fragmental polymict breccia;6.62
Apollo 16;61538;NA;SRC1;DB372;fragmental polymict breccia;4.76
Apollo 16;61539;NA;SRC1;DB372;glassy breccia;5.78
Apollo 16;61545;NA;SRC1;DB372;fragmental polymict breccia;3.61
Apollo 16;61546;NA;SRC1;DB372;glassy impact melt ;110.7
Apollo 16;61547;NA;SRC1;DB372;basaltic impact melt ;17.93
Apollo 16;61548;NA;SRC1;DB372;glassy impact melt ;24.18
Apollo 16;61549;NA;SRC1;DB372;basaltic impact melt ;3.76
Apollo 16;61555;NA;SRC1;DB372;glassy impact melt ;3.46
Apollo 16;61556;NA;SRC1;DB372;glass ;2.23
Apollo 16;61557;NA;SRC1;DB372;glassy impact melt ;0.93
Apollo 16;61558;NA;SRC1;DB372;glass;3
Apollo 16;61559;NA;SRC1;DB372;glassy breccia;0.62
Apollo 16;61565;NA;SRC1;DB372;glassy breccia;0.88
Apollo 16;61566;NA;SRC1;DB372;glassy impact melt ;0.66
Apollo 16;61567;NA;SRC1;DB372;glassy impact melt ;0.19
Apollo 16;61568;NA;SRC1;DB372;basaltic impact melt ;19.32
Apollo 16;61569;NA;SRC1;DB372;poikilitic impact melt;12.02
Apollo 16;61575;NA;SRC1;DB372;crystalline impact melt;5.26
Apollo 16;61576;NA;SRC1;DB372;plagioclase crystal;5.87
Apollo 16;61577;NA;SRC1;DB372;granoblastic anorthosite;0.21
Apollo 16;62235;NA;SRC1;DB005;poikilitic impact melt;319.6
Apollo 16;62236;NA;SRC1;DB005;pristine noritic anorthosite;57.27
Apollo 16;62237;NA;SRC1;DB005;pristine troctolitic anorthosite;62.35
Apollo 16;62238;NA;SRC1;DB005;cataclastic anorthosite ;1.565
Apollo 16;62245;NA;SRC1;DB006;crystalline impact melt;6.03
Apollo 16;62246;NA;SRC1;DB006;cataclastic anorthosite ;4.59
Apollo 16;62247;NA;SRC1;DB006;fragmental polymict breccia;2.11
Apollo 16;62248;NA;SRC1;DB006;fragmental polymict breccia;1.61
Apollo 16;62249;NA;SRC1;DB006;fragmental polymict breccia;1.41
Apollo 16;62255;NA;SRC1;DB007;dilithologic breccia;1239
Apollo 16;62275;NA;SRC1;DB009;cataclastic anorthosite ;443
Apollo 16;62285;NA;SRC1;DB011;friable regolith clod;3.524
Apollo 16;62286;NA;SRC1;DB011;friable regolith clod;2.917
Apollo 16;62287;NA;SRC1;DB011;fine-grained impact melt;2.474
Apollo 16;62288;NA;SRC1;DB011;fragmental polymict breccia;1.939
Apollo 16;62289;NA;SRC1;DB011;friable regolith clod;1.135
Apollo 16;62295;NA;SRC1;DB010;basaltic impact melt ;250.8
Apollo 16;62305;NA;SRC1;DB011;fragmental polymict breccia;0.81
Apollo 16;62315;NA;SRC1;DB006;fragmental polymict breccia;0.77
Apollo 16;63335;NA;SCB6;DB428;fine-grained impact melt;65.4
Apollo 16;63355;NA;SCB6;DB429;poikilitic impact melt;68.24
Apollo 16;63505;NA;SCB4;DB346;fine-grained impact melt;5.41
Apollo 16;63506;NA;SCB4;DB346;basaltic impact melt ;4.9
Apollo 16;63507;NA;SCB4;DB346;fragmental polymict breccia;2.78
Apollo 16;63508;NA;SCB4;DB346;fine-grained impact melt;2.61
Apollo 16;63509;NA;SCB4;DB346;fine-grained impact melt;2.05
Apollo 16;63515;NA;SCB4;DB346;fine-grained impact melt;1.32
Apollo 16;63525;NA;SCB4;DB345;fine-grained impact melt;6.68
Apollo 16;63526;NA;SCB4;DB345;fine-grained impact melt;2.91
Apollo 16;63527;NA;SCB4;DB345;basaltic impact melt ;6.1
Apollo 16;63528;NA;SCB4;DB345;fine-grained impact melt;4.12
Apollo 16;63529;NA;SCB4;DB345;fine-grained impact melt;23.48
Apollo 16;63535;NA;SCB4;DB345;basaltic impact melt ;6.85
Apollo 16;63536;NA;SCB4;DB345;basaltic impact melt ;1.02
Apollo 16;63537;NA;SCB4;DB345;basaltic impact melt ;4.78
Apollo 16;63538;NA;SCB4;DB345;fine-grained impact melt;35.06
Apollo 16;63539;NA;SCB4;DB345;fine-grained impact melt;0.39
Apollo 16;63545;NA;SCB4;DB345;basaltic impact melt ;15.95
Apollo 16;63546;NA;SCB4;DB345;fine-grained impact melt;9.23
Apollo 16;63547;NA;SCB4;DB345;poikilitic impact melt;4.9
Apollo 16;63548;NA;SCB4;DB345;fine-grained impact melt;1.13
Apollo 16;63549;NA;SCB4;DB345;basaltic impact melt ;26.57
Apollo 16;63555;NA;SCB4;DB345;fine-grained impact melt;3.38
Apollo 16;63556;NA;SCB4;DB345;poikilitic impact melt;18.1
Apollo 16;63557;NA;SCB4;DB345;fine-grained impact melt;7.53
Apollo 16;63558;NA;SCB4;DB345;poikilitic impact melt;7.09
Apollo 16;63559;NA;SCB4;DB345;glass;6.04
Apollo 16;63565;NA;SCB4;DB345;glass;0.94
Apollo 16;63566;NA;SCB4;DB345;glass;19.61
Apollo 16;63567;NA;SCB4;DB345;glass;3.21
Apollo 16;63568;NA;SCB4;DB345;glass;4.06
Apollo 16;63569;NA;SCB4;DB345;glass;0.43
Apollo 16;63575;NA;SCB4;DB345;glass;4.72
Apollo 16;63576;NA;SCB4;DB345;glass;1.23
Apollo 16;63577;NA;SCB4;DB345;crystalline polymict breccia;12.41
Apollo 16;63578;NA;SCB4;DB345;fine-grained impact melt;19.6
Apollo 16;63579;NA;SCB4;DB345;fine-grained impact melt;11.35
Apollo 16;63585;NA;SCB4;DB345;basaltic impact melt ;32.62
Apollo 16;63586;NA;SCB4;DB345;fine-grained impact melt;1.98
Apollo 16;63587;NA;SCB4;DB345;poikilitic impact melt;20.51
Apollo 16;63588;NA;SCB4;DB345;fragmental polymict breccia;2.4
Apollo 16;63589;NA;SCB4;DB345;fragmental polymict breccia;13.5
Apollo 16;63595;NA;SCB4;DB345;fragmental polymict breccia;2.1
Apollo 16;63596;NA;SCB4;DB345;poikilitic impact melt;6.4
Apollo 16;63597;NA;SCB4;DB345;poikilitic impact melt;5.67
Apollo 16;63598;NA;SCB4;DB345;poikilitic impact melt;12.66
Apollo 16;64001;2038;NA;Drive tube;drive tube ;752.3
Apollo 16;64002;2043;NA;Drive tube;drive tube ;584.1
Apollo 16;64425;NA;SCB3;DB399;dilithologic breccia;14.62
Apollo 16;64435;NA;SCB1;DB394;fine-grained impact melt;1079
Apollo 16;64455;NA;SCB3;DB397;basaltic impact melt ;56.68
Apollo 16;64475;NA;SCB3;DB398;dilithologic breccia;1032
Apollo 16;64476;NA;SCB3;DB398;dilithologic breccia;125.1
Apollo 16;64477;NA;SCB3;DB398;glassy breccia;19.32
Apollo 16;64478;NA;SCB3;DB398;poikilitic impact melt;12.34
Apollo 16;64505;NA;SCB1;DB396;fragmental polymict breccia;5.392
Apollo 16;64506;NA;SCB1;DB396;basaltic impact melt ;5.079
Apollo 16;64507;NA;SCB1;DB396;dilithologic breccia;4.474
Apollo 16;64508;NA;SCB1;DB396;dilithologic breccia;4.168
Apollo 16;64509;NA;SCB1;DB396;fragmental polymict breccia;3.15
Apollo 16;64515;NA;SCB1;DB396;basaltic impact melt ;3.761
Apollo 16;64516;NA;SCB1;DB396;cataclastic anorthosite ;2.929
Apollo 16;64517;NA;SCB1;DB396;crystalline polymict breccia;1.546
Apollo 16;64518;NA;SCB1;DB396;fine-grained impact melt;1.49
Apollo 16;64519;NA;SCB1;DB396;cataclastic anorthosite ;1.124
Apollo 16;64525;NA;SCB1;DB396;cataclastic anorthosite ;1.107
Apollo 16;64535;NA;SCB1;DB395;dilithologic breccia;256.6
Apollo 16;64536;NA;SCB1;DB395;dilithologic breccia;177.5
Apollo 16;64537;NA;SCB1;DB395;dilithologic breccia;124.3
Apollo 16;64538;NA;SCB1;DB395;polylithologic breccia;30.03
Apollo 16;64539;NA;SCB1;DB395;dilithologic breccia;17.76
Apollo 16;64545;NA;SCB1;DB395;dilithologic breccia;14.09
Apollo 16;64546;NA;SCB1;DB395;dilithologic breccia;12.8
Apollo 16;64547;NA;SCB1;DB395;fragmental polymict breccia;10.9
Apollo 16;64548;NA;SCB1;DB395;dilithologic breccia;8.49
Apollo 16;64549;NA;SCB1;DB395;dilithologic breccia;6.47
Apollo 16;64555;NA;SCB1;DB395;fragmental dilithologic breccia;5.29
Apollo 16;64556;NA;SCB1;DB395;dilithologic breccia;5.15
Apollo 16;64557;NA;SCB1;DB395;fine-grained impact melt;4.79
Apollo 16;64558;NA;SCB1;DB395;dilithologic breccia;3.13
Apollo 16;64559;NA;SCB1;DB395;basaltic impact melt ;21.82
Apollo 16;64565;NA;SCB1;DB395;glassy impact melt ;14.73
Apollo 16;64566;NA;SCB1;DB395;fine-grained impact melt;14.13
Apollo 16;64567;NA;SCB1;DB395;poikilitic impact melt;13.86
Apollo 16;64568;NA;SCB1;DB395;poikilitic impact melt;9.379
Apollo 16;64569;NA;SCB1;DB395;poikilitic impact melt;14.32
Apollo 16;64575;NA;SCB1;DB395;poikilitic impact melt;6.837
Apollo 16;64576;NA;SCB1;DB395;basaltic impact melt ;6.916
Apollo 16;64577;NA;SCB1;DB395;glassy breccia;5.692
Apollo 16;64578;NA;SCB1;DB395;fine-grained impact melt;5.596
Apollo 16;64579;NA;SCB1;DB395;fine-grained impact melt;4.802
Apollo 16;64585;NA;SCB1;DB395;basaltic impact melt ;4.696
Apollo 16;64586;NA;SCB1;DB395;fine-grained impact melt;3.337
Apollo 16;64587;NA;SCB1;DB395;fragmental polymict breccia;7.18
Apollo 16;64588;NA;SCB1;DB395;fragmental polymict breccia;2.546
Apollo 16;64589;NA;SCB1;DB395;cataclastic anorthosite ;4.039
Apollo 16;64815;NA;SCB3;DB401;meta-poikilitic impact melt;20.9
Apollo 16;64816;NA;SCB3;DB401;poikilitic impact melt;3.83
Apollo 16;64817;NA;SCB3;DB401;basaltic impact melt ;8.98
Apollo 16;64818;NA;SCB3;DB401;dilithologic breccia;15.98
Apollo 16;64819;NA;SCB3;DB401;pristine cataclastic anorthosite;11.76
Apollo 16;64825;NA;SCB3;DB401;fragmental polymict breccia;21.5
Apollo 16;64826;NA;SCB3;DB401;fragmental polymict breccia;11.33
Apollo 16;64827;NA;SCB3;DB401;fragmental polymict breccia;8.11
Apollo 16;64828;NA;SCB3;DB401;fragmental polymict breccia;0.97
Apollo 16;64829;NA;SCB3;DB401;fragmental polymict breccia;2.2
Apollo 16;64835;NA;SCB3;DB401;fragmental polymict breccia;2.32
Apollo 16;64836;NA;SCB3;DB401;fragmental polymict breccia;1.76
Apollo 16;64837;NA;SCB3;DB401;fragmental polymict breccia;2.18
Apollo 16;65015;NA;SCB3;NA;poikilitic impact melt;1802
Apollo 16;65016;NA;SCB1;NA;glass;21.02
Apollo 16;65035;NA;SCB1;DB404;cataclastic anorthosite ;446.1
Apollo 16;65055;NA;SCB3;DB337;basaltic impact melt ;500.8
Apollo 16;65056;NA;SCB3;DB337;variolitic impact melt;64.78
Apollo 16;65075;NA;SCB1;DB403;basaltic impact melt ;107.9
Apollo 16;65095;NA;SCB3;DB336;fragmental polymict breccia;560.1
Apollo 16;65315;NA;SCB1;DB405;pristine cataclastic anorthosite;300.4
Apollo 16;65325;NA;SCB1;DB405;pristine cataclastic anorthosite;67.87
Apollo 16;65326;NA;SCB1;DB405;cataclastic anorthosite ;36.4
Apollo 16;65327;NA;SCB1;DB405;pristine cataclastic anorthosite;9.97
Apollo 16;65328;NA;SCB1;DB405;cataclastic anorthosite ;1.28
Apollo 16;65329;NA;SCB1;DB405;cataclastic anorthosite ;1.92
Apollo 16;65335;NA;SCB1;DB405;cataclastic anorthosite ;1.63
Apollo 16;65336;NA;SCB1;DB405;cataclastic anorthosite ;0.6
Apollo 16;65337;NA;SCB1;DB405;fragmental polymict breccia;11.57
Apollo 16;65338;NA;SCB1;DB405;fragmental polymict breccia;2.65
Apollo 16;65339;NA;SCB1;DB405;fragmental polymict breccia;1.62
Apollo 16;65345;NA;SCB1;DB405;fragmental polymict breccia;0.86
Apollo 16;65346;NA;SCB1;DB405;fragmental polymict breccia;0.8
Apollo 16;65347;NA;SCB1;DB405;fragmental polymict breccia;0.43
Apollo 16;65348;NA;SCB1;DB405;glass ;11.66
Apollo 16;65349;NA;SCB1;DB405;glassy impact melt ;7.58
Apollo 16;65355;NA;SCB1;DB405;glassy impact melt ;4.94
Apollo 16;65356;NA;SCB1;DB405;glassy impact melt ;2.53
Apollo 16;65357;NA;SCB1;DB405;poikilitic impact melt;18.76
Apollo 16;65358;NA;SCB1;DB405;poikilitic impact melt;7.02
Apollo 16;65359;NA;SCB1;DB405;fragmental polymict breccia;2.53
Apollo 16;65365;NA;SCB1;DB405;poikilitic impact melt;2.16
Apollo 16;65366;NA;SCB1;DB405;glass;8.48
Apollo 16;65515;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);50.25
Apollo 16;65516;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);10.49
Apollo 16;65517;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);11.85
Apollo 16;65518;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);9.477
Apollo 16;65519;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);10.58
Apollo 16;65525;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);7.483
Apollo 16;65526;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);3.545
Apollo 16;65527;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.89
Apollo 16;65528;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);3.082
Apollo 16;65529;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.555
Apollo 16;65535;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.658
Apollo 16;65536;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.575
Apollo 16;65537;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.426
Apollo 16;65538;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.342
Apollo 16;65539;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.18
Apollo 16;65545;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.797
Apollo 16;65546;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.346
Apollo 16;65547;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.587
Apollo 16;65548;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);3.023
Apollo 16;65549;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.094
Apollo 16;65555;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);2.202
Apollo 16;65556;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.17
Apollo 16;65557;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.114
Apollo 16;65558;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.695
Apollo 16;65559;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.533
Apollo 16;65565;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.852
Apollo 16;65566;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.998
Apollo 16;65567;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);1.289
Apollo 16;65568;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.808
Apollo 16;65569;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.873
Apollo 16;65575;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.907
Apollo 16;65576;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.906
Apollo 16;65577;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.706
Apollo 16;65578;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.32
Apollo 16;65579;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);0.612
Apollo 16;65585;NA;SRC2;DB332;cindery glass;9.294
Apollo 16;65586;NA;SRC2;DB332;fragmental polymict breccia (regolith clod);6.763
Apollo 16;65587;NA;SRC2;DB332;fragmental polymict breccia;2.141
Apollo 16;65588;NA;SRC2;DB332;fragmental polymict breccia;9.626
Apollo 16;65715;NA;SCB1;DB334;fragmental polymict breccia;31.36
Apollo 16;65716;NA;SCB1;DB334;fragmental polymict breccia;14.28
Apollo 16;65717;NA;SCB1;DB334;fragmental polymict breccia;7.415
Apollo 16;65718;NA;SCB1;DB334;fragmental polymict breccia;10.61
Apollo 16;65719;NA;SCB1;DB334;fragmental polymict breccia;7.04
Apollo 16;65725;NA;SCB1;DB334;fragmental polymict breccia;6.67
Apollo 16;65726;NA;SCB1;DB334;fragmental polymict breccia;5.19
Apollo 16;65727;NA;SCB1;DB334;fragmental polymict breccia;4.3
Apollo 16;65728;NA;SCB1;DB334;fragmental polymict breccia;4.22
Apollo 16;65729;NA;SCB1;DB334;fragmental polymict breccia;3.81
Apollo 16;65735;NA;SCB1;DB334;fragmental polymict breccia;4.26
Apollo 16;65736;NA;SCB1;DB334;fragmental polymict breccia;2.74
Apollo 16;65737;NA;SCB1;DB334;fragmental polymict breccia;0.85
Apollo 16;65738;NA;SCB1;DB334;fragmental polymict breccia;1.17
Apollo 16;65739;NA;SCB1;DB334;fragmental polymict breccia;0.95
Apollo 16;65745;NA;SCB1;DB334;fragmental polymict breccia;7.76
Apollo 16;65746;NA;SCB1;DB334;fragmental polymict breccia;4.19
Apollo 16;65747;NA;SCB1;DB334;fragmental polymict breccia;0.82
Apollo 16;65748;NA;SCB1;DB334;fragmental polymict breccia;0.97
Apollo 16;65749;NA;SCB1;DB334;fragmental polymict breccia;0.95
Apollo 16;65755;NA;SCB1;DB334;glassy impact melt ;1.42
Apollo 16;65756;NA;SCB1;DB334;fragmental polymict breccia;0.77
Apollo 16;65757;NA;SCB1;DB334;glassy impact melt ;26.2
Apollo 16;65758;NA;SCB1;DB334;dilithologic breccia;5.95
Apollo 16;65759;NA;SCB1;DB334;cataclastic anorthosite ;3.11
Apollo 16;65765;NA;SCB1;DB334;dilithologic breccia;1.12
Apollo 16;65766;NA;SCB1;DB334;cataclastic anorthosite ;1.01
Apollo 16;65767;NA;SCB1;DB334;glass;17.51
Apollo 16;65768;NA;SCB1;DB334;fragmental polymict breccia;3.25
Apollo 16;65769;NA;SCB1;DB334;fragmental polymict breccia;2.74
Apollo 16;65775;NA;SCB1;DB334;fragmental polymict breccia;3.5
Apollo 16;65776;NA;SCB1;DB334;glassy impact melt ;2.33
Apollo 16;65777;NA;SCB1;DB334;poikilitic impact melt;16.53
Apollo 16;65778;NA;SCB1;DB334;poikilitic impact melt;12.22
Apollo 16;65779;NA;SCB1;DB334;basaltic impact melt ;12.71
Apollo 16;65785;NA;SCB1;DB334;basaltic impact melt ;5.16
Apollo 16;65786;NA;SCB1;DB334;glassy breccia;83.02
Apollo 16;65787;NA;SCB1;DB334;crystalline polymict breccia;8.28
Apollo 16;65788;NA;SCB1;DB334;glassy impact melt ;9.32
Apollo 16;65789;NA;SCB1;DB334;cataclastic anorthosite ;12.24
Apollo 16;65795;NA;SCB1;DB334;basaltic impact melt ;6.84
Apollo 16;65905;NA;SCB1;DB406;basaltic impact melt ;12.08
Apollo 16;65906;NA;SCB1;DB406;basaltic impact melt ;6.584
Apollo 16;65907;NA;SCB1;DB406;fragmental polymict breccia;4.658
