Mission;Sample;serial number;return container;Container;Sample type;weight (g)
Apollo 16;65908;NA;SCB1;DB406;glass;2.162
Apollo 16;65909;NA;SCB1;DB406;cataclastic anorthosite ;2.024
Apollo 16;65915;NA;SCB1;DB406;glassy impact melt ;2.06
Apollo 16;65916;NA;SCB1;DB406;cataclastic anorthosite ;0.994
Apollo 16;65925;NA;SCB1;DB335;fragmental polymict breccia;3.82
Apollo 16;65926;NA;SCB1;DB335;fragmental polymict breccia;3.03
Apollo 16;65927;NA;SCB1;DB335;fragmental polymict breccia;0.72
Apollo 16;66035;NA;SCB1;DB407;fragmental polymict breccia;211.4
Apollo 16;66036;NA;SCB1;DB407;fragmental polymict breccia;4.384
Apollo 16;66037;NA;SCB1;DB407;glassy breccia;3.718
Apollo 16;66055;NA;SCB1;DB408;polymict breccia;1306
Apollo 16;66075;NA;SRC2;DB409;fragmental polymict breccia;347.1
Apollo 16;66085;NA;SRC2;DB339;fragmental polymict breccia;3.66
Apollo 16;66086;NA;SRC2;DB339;fragmental polymict breccia;2.027
Apollo 16;66095;NA;SCB1;DB410;basaltic impact melt ;1185
Apollo 16;67015;NA;SCB7;NA;fragmental polymict breccia;1194
Apollo 16;67016;NA;BSLSS;NA;fragmental polymict breccia;4262
Apollo 16;67025;NA;BSLSS;NA;basaltic impact melt ;16.06
Apollo 16;67035;NA;SCB7;DB382;fragmental polymict breccia;245.2
Apollo 16;67055;NA;SCB7;DB383;fragmental polymict breccia;221.9
Apollo 16;67075;NA;SCB7;DB384;cataclastic anorthosite ;219.2
Apollo 16;67095;NA;SCB7;DB385;basaltic impact melt ;339.8
Apollo 16;67115;NA;SCB7;DB386;fragmental polymict breccia;240
Apollo 16;67215;NA;SCB6;PDB1;fragmental breccia;276.2
Apollo 16;67235;NA;SCB6;PDB2;poikilitic impact melt;937.2
Apollo 16;67415;NA;SCB6;DB387;cataclastic noritic anorthosite;174.9
Apollo 16;67435;NA;SCB6;DB415;crystalline polymict breccia;353.5
Apollo 16;67455;NA;SCB6;DB416;fragmental polymict breccia;942.2
Apollo 16;67475;NA;SCB6;DB418;glassy impact melt ;175.1
Apollo 16;67485;NA;SCB6;DB419;fine-grained impact melt;6.55
Apollo 16;67486;NA;SCB6;DB419;glass;5.8
Apollo 16;67487;NA;SCB6;DB419;fine-grained impact melt;2.65
Apollo 16;67488;NA;SCB6;DB419;fine-grained impact melt;2.25
Apollo 16;67489;NA;SCB6;DB419;basaltic impact melt ;2.06
Apollo 16;67495;NA;SCB6;DB419;fine-grained impact melt;1.34
Apollo 16;67515;NA;SCB6;DB420;fragmental polymict breccia;60.8
Apollo 16;67516;NA;SCB6;DB420;crystalline polymict breccia;14.38
Apollo 16;67517;NA;SCB6;DB420;fragmental polymict breccia;9.65
Apollo 16;67518;NA;SCB6;DB420;fragmental polymict breccia;3.74
Apollo 16;67519;NA;SCB6;DB420;fragmental polymict breccia;2.04
Apollo 16;67525;NA;SCB6;DB420;cataclastic anorthosite ;2.52
Apollo 16;67526;NA;SCB6;DB420;fragmental polymict breccia;2.44
Apollo 16;67527;NA;SCB6;DB420;fragmental polymict breccia;2.4
Apollo 16;67528;NA;SCB6;DB420;fragmental polymict breccia;1.24
Apollo 16;67529;NA;SCB6;DB420;cataclastic anorthosite ;1.13
Apollo 16;67535;NA;SCB6;DB420;fragmental breccia;0.99
Apollo 16;67536;NA;SCB6;DB420;fragmental breccia;1.2
Apollo 16;67537;NA;SCB6;DB420;cataclastic anorthosite ;1.29
Apollo 16;67538;NA;SCB6;DB420;fragmental polymict breccia;1.77
Apollo 16;67539;NA;SCB6;DB420;fragmental polymict breccia;2.12
Apollo 16;67545;NA;SCB6;DB420;fragmental polymict breccia;1.88
Apollo 16;67546;NA;SCB6;DB420;fragmental polymict breccia;1.5
Apollo 16;67547;NA;SCB6;DB420;fragmental polymict breccia;0.83
Apollo 16;67548;NA;SCB6;DB420;fragmental polymict breccia;1.36
Apollo 16;67549;NA;SCB6;DB420;fragmental polymict breccia;43.1
Apollo 16;67555;NA;SCB6;DB420;glassy breccia;3.54
Apollo 16;67556;NA;SCB6;DB420;basaltic impact melt ;82.1
Apollo 16;67557;NA;SCB6;DB420;regolith breccia;3.3
Apollo 16;67558;NA;SCB6;DB420;fragmental polymict breccia;2.56
Apollo 16;67559;NA;SCB6;DB420;basaltic impact melt ;32.9
Apollo 16;67565;NA;SCB6;DB420;poikilitic impact melt;10.43
Apollo 16;67566;NA;SCB6;DB420;granoblastic impactite;4.31
Apollo 16;67567;NA;SCB6;DB420;glass;11.51
Apollo 16;67568;NA;SCB6;DB420;glass;11.05
Apollo 16;67569;NA;SCB6;DB420;glass;7.27
Apollo 16;67575;NA;SCB6;DB420;glassy breccia;4.47
Apollo 16;67576;NA;SCB6;DB420;glassy breccia;3.98
Apollo 16;67605;NA;SCB6;DB422;fragmental polymict breccia;44.52
Apollo 16;67615;NA;SCB6;DB421;fine-grained impact melt;8.77
Apollo 16;67616;NA;SCB6;DB421;fine-grained impact melt;21.29
Apollo 16;67617;NA;SCB6;DB421;fine-grained impact melt;14.32
Apollo 16;67618;NA;SCB6;DB421;crystalline breccia;11.17
Apollo 16;67619;NA;SCB6;DB421;fine-grained impact melt;6.15
Apollo 16;67625;NA;SCB6;DB421;fine-grained impact melt;6.72
Apollo 16;67626;NA;SCB6;DB421;crystalline polymict breccia;19.19
Apollo 16;67627;NA;SCB6;DB421;glass;79.64
Apollo 16;67629;NA;SCB6;DB421;glass;5.43
Apollo 16;67635;NA;SCB6;DB421;pristine cataclastic anorthosite;9.12
Apollo 16;67636;NA;SCB6;DB421;pristine cataclastic anorthosite;3.23
Apollo 16;67637;NA;SCB6;DB421;pristine cataclastic anorthosite;2.34
Apollo 16;67638;NA;SCB6;DB421;fragmental polymict breccia;7.23
Apollo 16;67639;NA;SCB6;DB421;crystalline polymict breccia;7.34
Apollo 16;67645;NA;SCB6;DB421;fragmental polymict breccia;0.84
Apollo 16;67646;NA;SCB6;DB421;fragmental polymict breccia;3.94
Apollo 16;67647;NA;SCB6;DB421;regolith breccia;47.72
Apollo 16;67648;NA;SCB6;DB421;crystalline polymict breccia;7.88
Apollo 16;67649;NA;SCB6;DB421;fragmental polymict breccia;1.6
Apollo 16;67655;NA;SCB6;DB421;crystalline polymict breccia;4.11
Apollo 16;67656;NA;SCB6;DB421;fragmental polymict breccia;1.93
Apollo 16;67657;NA;SCB6;DB421;fragmental polymict breccia;1.7
Apollo 16;67658;NA;SCB6;DB421;fragmental polymict breccia;1.35
Apollo 16;67659;NA;SCB6;DB421;crystalline polymict breccia;1.62
Apollo 16;67665;NA;SCB6;DB421;fragmental polymict breccia;5.88
Apollo 16;67666;NA;SCB6;DB421;glassy breccia;5.47
Apollo 16;67667;NA;SCB6;DB421;pristine feldspathic lherzolite;7.89
Apollo 16;67668;NA;SCB6;DB421;poikilitic impact melt;3.58
Apollo 16;67669;NA;SCB6;DB421;fragmental polymict breccia;12.54
Apollo 16;67675;NA;SCB6;DB421;glass;1.07
Apollo 16;67676;NA;SCB6;DB421;variolitic impact melt;2.33
Apollo 16;67685;NA;SCB6;DB421;cindery glass;28.04
Apollo 16;67686;NA;SCB6;DB421;cindery glass;11.75
Apollo 16;67687;NA;SCB6;DB421;cindery glass;7.6
Apollo 16;67688;NA;SCB6;DB421;cindery glass;2.32
Apollo 16;67695;NA;SCB6;DB421;glass;14.02
Apollo 16;67696;NA;SCB6;DB421;glass;7.85
Apollo 16;67697;NA;SCB6;DB421;glassy breccia;5.54
Apollo 16;67705;NA;SCB4;DB388;glass;5.82
Apollo 16;67706;NA;SCB4;DB388;fragmental polymict breccia;1.52
Apollo 16;67707;NA;SCB4;DB388;fragmental polymict breccia;1.42
Apollo 16;67708;NA;SCB4;DB388;fragmental polymict breccia;1.33
Apollo 16;67715;NA;SCB4;DB423;fine-grained impact melt;9.44
Apollo 16;67716;NA;SCB4;DB423;fine-grained impact melt;17.02
Apollo 16;67717;NA;SCB4;DB423;glassy breccia;5.56
Apollo 16;67718;NA;SCB4;DB423;fine-grained impact melt;41.05
Apollo 16;67719;NA;SCB4;DB423;fine-grained impact melt;2.13
Apollo 16;67725;NA;SCB4;DB423;crystalline polymict breccia;5.85
Apollo 16;67726;NA;SCB4;DB423;crystalline polymict breccia;4.53
Apollo 16;67727;NA;SCB4;DB423;fine-grained impact melt;1.8
Apollo 16;67728;NA;SCB4;DB423;fine-grained impact melt;9.25
Apollo 16;67729;NA;SCB4;DB423;glassy breccia;73.2
Apollo 16;67735;NA;SCB4;DB423;glassy impact melt ;13.3
Apollo 16;67736;NA;SCB4;DB423;crystalline impact melt;14.92
Apollo 16;67737;NA;SCB4;DB423;fine-grained impact melt;4.56
Apollo 16;67738;NA;SCB4;DB423;fine-grained impact melt;5.84
Apollo 16;67739;NA;SCB4;DB423;fine-grained impact melt;2.03
Apollo 16;67745;NA;SCB4;DB423;fine-grained impact melt;3.53
Apollo 16;67746;NA;SCB4;DB423;poikiloblastic impactite;3.47
Apollo 16;67747;NA;SCB4;DB423;basaltic impact melt ;6.3
Apollo 16;67748;NA;SCB4;DB423;fine-grained impact melt;4.74
Apollo 16;67749;NA;SCB4;DB423;fragmental polymict breccia;11.47
Apollo 16;67755;NA;SCB4;DB423;fine-grained impact melt;3.53
Apollo 16;67756;NA;SCB4;DB423;crystalline polymict breccia;4.82
Apollo 16;67757;NA;SCB4;DB423;basaltic impact melt ;4.83
Apollo 16;67758;NA;SCB4;DB423;crystalline polymict breccia;4.06
Apollo 16;67759;NA;SCB4;DB423;fragmental polymict breccia;4.56
Apollo 16;67765;NA;SCB4;DB423;fine-grained impact melt;1.73
Apollo 16;67766;NA;SCB4;DB423;crystalline polymict breccia;5.47
Apollo 16;67767;NA;SCB4;DB423;fragmental polymict breccia;1.67
Apollo 16;67768;NA;SCB4;DB423;fragmental polymict breccia;0.99
Apollo 16;67769;NA;SCB4;DB423;poikilitic impact melt;3.05
Apollo 16;67775;NA;SCB4;DB423;fine-grained impact melt;6.58
Apollo 16;67776;NA;SCB4;DB423;fragmental polymict breccia;3.1
Apollo 16;67915;NA;SCB4;NA;crystalline polymict breccia;2559
Apollo 16;67935;NA;SCB4;DB389;basaltic impact melt ;108.9
Apollo 16;67936;NA;SCB4;DB389;basaltic impact melt ;61.82
Apollo 16;67937;NA;SCB4;DB389;basaltic impact melt ;59.67
Apollo 16;67945;NA;SCB4;DB390;basaltic impact melt ;4.37
Apollo 16;67946;NA;SCB4;DB390;variolitic impact melt;3.2
Apollo 16;67947;NA;SCB4;DB390;basaltic impact melt ;2.43
Apollo 16;67948;NA;SCB4;DB390;basaltic impact melt ;1.59
Apollo 16;67955;NA;SCB4;DB390;poikiloblastic impactite;162.6
Apollo 16;67956;NA;SCB4;DB390;basaltic impact melt ;3.7
Apollo 16;67957;NA;SCB4;DB390;glassy breccia;1.73
Apollo 16;67975;NA;SCB4;DB392;fragmental polymict breccia;446.6
Apollo 16;68001;2036;NA;Drive tube ;drive tube ;840.7
Apollo 16;68002;2029;NA;Drive tube ;drive tube ;583.5
Apollo 16;68035;NA;SCB3;DB413;crystalline polymict breccia;20.96
Apollo 16;68115;NA;SRC2;DB340;glassy breccia;1191
Apollo 16;68415;NA;SRC2;DB341-2;basaltic impact melt ;371.2
Apollo 16;68416;NA;SRC2;DB341;basaltic impact melt ;178.4
Apollo 16;68505;NA;SCB3;DB412;poikilitic impact melt;1.3
Apollo 16;68515;NA;SCB3;DB411;dilithologic breccia;236.1
Apollo 16;68516;NA;SCB3;DB411;fine-grained impact melt;34.04
Apollo 16;68517;NA;SCB3;DB411;crystalline fragmental polymict breccia;13.13
Apollo 16;68518;NA;SCB3;DB411;glass;29.82
Apollo 16;68519;NA;SCB3;DB411;basaltic impact melt ;10.56
Apollo 16;68525;NA;SCB3;DB411;poikilitic impact melt;38.96
Apollo 16;68526;NA;SCB3;DB411;poikilitic impact melt;7.21
Apollo 16;68527;NA;SCB3;DB411;crystalline polymict breccia;3.03
Apollo 16;68528;NA;SCB3;DB411;crystalline polymict breccia;1.08
Apollo 16;68529;NA;SCB3;DB411;glass;7.03
Apollo 16;68535;NA;SCB3;DB411;glassy breccia;8.04
Apollo 16;68536;NA;SCB3;DB411;basaltic impact melt ;1.85
Apollo 16;68537;NA;SCB3;DB411;fine-grained impact melt;1.41
Apollo 16;68815;NA;SRC2;DB343;glassy breccia;1826
Apollo 16;68825;NA;SCB1;DB375;glassy impact melt ;8.658
Apollo 16;68845;NA;SCB1;DB344;fine-grained impact melt;4.556
Apollo 16;68846;NA;SCB1;DB344;fine-grained impact melt;2.284
Apollo 16;68847;NA;SCB1;DB344;fine-grained impact melt;2.854
Apollo 16;68848;NA;SCB1;DB344;basaltic impact melt ;1.77
Apollo 16;69001;2034;NA;Drive tube ;NA;558.4
Apollo 16;69935;NA;SCB3;DB378;glassy breccia;127.6
Apollo 16;69945;NA;SCB3;DB377;poikilitic impact melt;6.88
Apollo 16;69955;NA;SCB3;DB380;cataclastic anorthosite ;75.94
Apollo 16;69965;NA;SCB3;DB379;fragmental polymict breccia;1.12
Apollo 17;70001;179;DSB;Drill core bit;NA;29.78
Apollo 17;70002;70;DSB;Drill core stem ;NA;207.8
Apollo 17;70003;62;DSB;Drill core stem ;NA;237.8
Apollo 17;70004;66;DSB;Drill core stem ;NA;238.8
Apollo 17;70005;69;DSB;Drill core stem ;NA;240.7
Apollo 17;70006;65;DSB;Drill core stem ;NA;234.2
Apollo 17;70007;63;DSB;Drill core stem ;NA;179.4
Apollo 17;70008;67;DSB;Drill core stem ;NA;261
Apollo 17;70009;61;DSB;Drill core stem top;NA;143.3
Apollo 17;70010;NA;DSB;NA;Fines outside stem ;3.92
Apollo 17;70011;NA;SCB5;SESC;NA;440.7
Apollo 17;70012;2052;BSLSS;Drive tube ;NA;434.8
Apollo 17;70017;NA;BSLSS;NA;coarse basalt;2957
Apollo 17;70018;NA;SRC1;SCB1;dark matrix breccia;51.58
Apollo 17;70019;NA;SRC2;DB469;agglutinate;159.9
Apollo 17;70030;NA;SCB2;NA;SCB residue ;33.92
Apollo 17;70035;NA;SCB2;NA;coarse basalt;5765
Apollo 17;70040;NA;NA;suit pockets;fragments;2.494
Apollo 17;70050;NA;BSLSS;NA;BSLSS residue unsieved;573.4
Apollo 17;70051;NA;BSLSS;NA;BSLSS residue <1mm;1438
Apollo 17;70052;NA;BSLSS;NA;BSLSS residue 1-2mm;67.76
Apollo 17;70053;NA;BSLSS;NA;BSLSS residue 2-4mm;86.93
Apollo 17;70054;NA;BSLSS;NA;BSLSS residue 4-10mm;94.41
Apollo 17;70060;NA;SCB7;DB15E;dust and sweepings;0.24
Apollo 17;70061;NA;SCB7;DB15E;<1mm fines;60.8
Apollo 17;70062;NA;SCB7;DB15E;1-2mm fines;2.12
Apollo 17;70063;NA;SCB7;DB15E;2-4mm fines;1.24
Apollo 17;70064;NA;SCB7;DB15E;4-10mm fines;0.86
Apollo 17;70070;NA;BSLSS;DB108;dust and sweepings;0.11
Apollo 17;70075;NA;BSLSS;DB108;fine basalt;5.64
Apollo 17;70130;NA;SCB2;DB10E;DB residue ;12.18
Apollo 17;70135;NA;SCB2;DB10E;coarse basalt;446.3
Apollo 17;70136;NA;SCB2;DB10E;coarse basalt;10.65
Apollo 17;70137;NA;SCB2;DB10E;coarse basalt;6.16
Apollo 17;70138;NA;SCB2;DB10E;coarse basalt;3.66
Apollo 17;70139;NA;SCB2;DB10E;coarse basalt;3.16
Apollo 17;70145;NA;SCB2;DB10E;coarse basalt;3.07
Apollo 17;70146;NA;SCB2;DB10E;coarse basalt;1.71
Apollo 17;70147;NA;SCB2;DB10E;coarse basalt;1.35
Apollo 17;70148;NA;SCB2;DB10E;coarse basalt;0.92
Apollo 17;70149;NA;SCB2;DB10E;coarse basalt;0.95
Apollo 17;70155;NA;SCB2;DB10E;coarse basalt;0.77
Apollo 17;70156;NA;SCB2;DB10E;coarse basalt;0.63
Apollo 17;70157;NA;SCB2;DB10E;coarse basalt;0.57
Apollo 17;70160;NA;SCB1;DB474;unsieved fines ;106.1
Apollo 17;70161;NA;SCB1;DB474;<1mm fines;197.7
Apollo 17;70162;NA;SCB1;DB474;1-2mm fines;5.14
Apollo 17;70163;NA;SCB1;DB474;2-4mm fines;3.43
Apollo 17;70164;NA;SCB1;DB474;4-10mm fines;1.66
Apollo 17;70165;NA;SCB1;DB474;coarse basalt;2.143
Apollo 17;70170;NA;SCB5;DB55Y;DB residue ;42.31
Apollo 17;70175;NA;SCB5;DB55Y;dark matrix breccia;339.6
Apollo 17;70180;NA;SCB1;DB475;unsieved fines ;93.25
Apollo 17;70181;NA;SCB1;DB475;<1mm fines;157.1
Apollo 17;70182;NA;SCB1;DB475;1-2mm fines;4.63
Apollo 17;70183;NA;SCB1;DB475;2-4mm fines;3.12
Apollo 17;70184;NA;SCB1;DB475;4-10mm fines;1.68
Apollo 17;70185;NA;SCB1;DB475;coarse basalt;466.6
Apollo 17;70215;NA;BSLSS;NA;fine basalt;8110
Apollo 17;70250;NA;SCB8;DB22E;DB residue ;62.04
Apollo 17;70255;NA;SCB8;DB22E;fine basalt;277.2
Apollo 17;70270;NA;SCB8;DB23E;unsieved fines ;70.46
Apollo 17;70271;NA;SCB8;DB23E;<1mm fines;116.1
Apollo 17;70272;NA;SCB8;DB23E;1-2mm fines;2.97
Apollo 17;70273;NA;SCB8;DB23E;2-4mm fines;1.46
Apollo 17;70274;NA;SCB8;DB23E;4-10mm fines;2.33
Apollo 17;70275;NA;SCB8;DB23E;medium basalt;171.4
Apollo 17;70290;NA;SCB7;DB45Y;DB residue ;56.36
Apollo 17;70295;NA;SCB7;DB45Y;dark matrix breccia;361.2
Apollo 17;70310;NA;SCB5;DB54Y;DB residue ;6.82
Apollo 17;70311;NA;SCB5;DB54Y;<1mm fines;106.5
Apollo 17;70312;NA;SCB5;DB54Y;1-2mm fines;4.2
Apollo 17;70313;NA;SCB5;DB54Y;2-4mm fines;3.21
Apollo 17;70314;NA;SCB5;DB54Y;4-10mm fines;5.25
Apollo 17;70315;NA;SCB5;DB54Y;coarse basalt;148.6
Apollo 17;70320;NA;SCB5;DB53Y;unsieved fines ;78.24
Apollo 17;70321;NA;SCB5;DB53Y;<1mm fines;141.6
Apollo 17;70322;NA;SCB5;DB53Y;1-2mm fines;5.42
Apollo 17;70323;NA;SCB5;DB53Y;2-4mm fines;4.1
Apollo 17;70324;NA;SCB5;DB53Y;4-10mm fines;4
Apollo 17;71010;NA;SRC1;NA;residues in SRC1 and SCB1;32.84
Apollo 17;71030;NA;SCB1;DB476;DB residue ;36.28
Apollo 17;71035;NA;SCB1;DB476;medium basalt;144.8
Apollo 17;71036;NA;SCB1;DB476;medium basalt;118.4
Apollo 17;71037;NA;SCB1;DB476;medium basalt;14.39
Apollo 17;71040;NA;SCB1;DB455;unsieved fines ;94.89
Apollo 17;71041;NA;SCB1;DB455;<1mm fines;137.8
Apollo 17;71042;NA;SCB1;DB455;1-2mm fines;7.21
Apollo 17;71043;NA;SCB1;DB455;2-4mm fines;6.19
Apollo 17;71044;NA;SCB1;DB455;4-10mm fines;12.84
Apollo 17;71045;NA;SCB1;DB455;medium basalt;11.92
Apollo 17;71046;NA;SCB1;DB455;medium basalt;3.037
Apollo 17;71047;NA;SCB1;DB455;coarse basalt;2.78
Apollo 17;71048;NA;SCB1;DB455;fine basalt;2.457
Apollo 17;71049;NA;SCB1;DB455;fine basalt;1.86
Apollo 17;71050;NA;SCB1;DB454;DB residue ;4
Apollo 17;71055;NA;SCB1;DB454;medium basalt;669.6
Apollo 17;71060;NA;SCB1;DB456;unsieved fines ;199.4
Apollo 17;71061;NA;SCB1;DB456;<1mm fines;229.2
Apollo 17;71062;NA;SCB1;DB456;1-2mm fines;20.74
Apollo 17;71063;NA;SCB1;DB456;2-4mm fines;22.79
Apollo 17;71064;NA;SCB1;DB456;4-10mm fines;34.35
Apollo 17;71065;NA;SCB1;DB456;fine basalt;28.83
Apollo 17;71066;NA;SCB1;DB456;fine basalt;19.96
Apollo 17;71067;NA;SCB1;DB456;medium basalt;4.245
Apollo 17;71068;NA;SCB1;DB456;medium basalt;4.208
Apollo 17;71069;NA;SCB1;DB456;fine basalt;4.058
Apollo 17;71075;NA;SCB1;DB455;medium basalt;1.563
Apollo 17;71085;NA;SCB1;DB456;medium basalt;3.402
Apollo 17;71086;NA;SCB1;DB456;fine basalt;3.329
Apollo 17;71087;NA;SCB1;DB456;fine basalt;2.2
Apollo 17;71088;NA;SCB1;DB456;fine basalt;2.064
Apollo 17;71089;NA;SCB1;DB456;medium basalt;1.733
Apollo 17;71095;NA;SCB1;DB456;medium basalt;1.483
Apollo 17;71096;NA;SCB1;DB456;medium basalt;1.368
Apollo 17;71097;NA;SCB1;DB456;medium basalt;1.355
Apollo 17;71130;NA;SCB1;DB477;unsieved fines ;49.51
Apollo 17;71131;NA;SCB1;DB477;<1mm fines;86.4
Apollo 17;71132;NA;SCB1;DB477;1-2mm fines;3.99
Apollo 17;71133;NA;SCB1;DB477;2-4mm fines;3.22
Apollo 17;71134;NA;SCB1;DB477;4-10mm fines;0.91
Apollo 17;71135;NA;SCB1;DB477;fine basalt;36.85
Apollo 17;71136;NA;SCB1;DB477;fine basalt;25.39
Apollo 17;71150;NA;SCB1;DB478;DB residue ;1.565
Apollo 17;71151;NA;SCB1;DB478;<1mm fines;57.6
Apollo 17;71152;NA;SCB1;DB478;1-2mm fines;2.6
Apollo 17;71153;NA;SCB1;DB478;2-4mm fines;2.36
Apollo 17;71154;NA;SCB1;DB478;4-10mm fines;1.37
Apollo 17;71155;NA;SCB1;DB478;fine basalt;26.15
Apollo 17;71156;NA;SCB1;DB478;fine basalt;5.42
Apollo 17;71157;NA;SCB1;DB478;fine basalt;1.466
Apollo 17;71170;NA;SCB1;DB479;DB residue ;16.38
Apollo 17;71175;NA;SCB1;DB479;medium basalt;207.8
Apollo 17;71500;NA;SCB1;DB459;unsieved fines ;359.5
Apollo 17;71501;NA;SCB1;DB459;<1mm fines;600.9
Apollo 17;71502;NA;SCB1;DB459;1-2mm fines;22.68
Apollo 17;71503;NA;SCB1;DB459;2-4mm fines;17.58
Apollo 17;71504;NA;SCB1;DB459;4-10mm fines;13.13
Apollo 17;71505;NA;SCB1;DB459;fine basalt;29.45
Apollo 17;71506;NA;SCB1;DB459;fine basalt;12.11
Apollo 17;71507;NA;SCB1;DB459;medium basalt;3.962
Apollo 17;71508;NA;SCB1;DB459;coarse basalt;3.423
Apollo 17;71509;NA;SCB1;DB459;coarse basalt;1.69
Apollo 17;71515;NA;SCB1;DB459;agglutinate;1.635
Apollo 17;71520;NA;SCB1;DB457;DB residue ;48.16
Apollo 17;71525;NA;SCB1;DB457;fine basalt;3.9
Apollo 17;71526;NA;SCB1;DB457;fine basalt;12.91
Apollo 17;71527;NA;SCB1;DB457;fine basalt;2.186
Apollo 17;71528;NA;SCB1;DB457;fine basalt;11.25
Apollo 17;71529;NA;SCB1;DB457;medium basalt;6.025
Apollo 17;71535;NA;SCB1;DB457;coarse basalt;17.71
Apollo 17;71536;NA;SCB1;DB457;coarse basalt;5.322
Apollo 17;71537;NA;SCB1;DB457;fine basalt;12.25
Apollo 17;71538;NA;SCB1;DB457;fine basalt;8.038
Apollo 17;71539;NA;SCB1;DB457;fine basalt;10.9
Apollo 17;71545;NA;SCB1;DB457;fine basalt;17.26
Apollo 17;71546;NA;SCB1;DB457;fine basalt;150.7
Apollo 17;71547;NA;SCB1;DB457;medium basalt;12.54
Apollo 17;71548;NA;SCB1;DB457;medium basalt;25.46
Apollo 17;71549;NA;SCB1;DB457;medium basalt;7.903
Apollo 17;71555;NA;SCB1;DB457;medium basalt;4.547
Apollo 17;71556;NA;SCB1;DB457;coarse basalt;29.14
Apollo 17;71557;NA;SCB1;DB457;coarse basalt;40.35
Apollo 17;71558;NA;SCB1;DB457;coarse basalt;15.81
Apollo 17;71559;NA;SCB1;DB457;coarse basalt;82.16
Apollo 17;71565;NA;SCB1;DB457;coarse basalt;24.09
Apollo 17;71566;NA;SCB1;DB457;coarse basalt;415.4
Apollo 17;71567;NA;SCB1;DB457;coarse basalt;146
Apollo 17;71568;NA;SCB1;DB457;coarse basalt;10.02
Apollo 17;71569;NA;SCB1;DB457;fine basalt;289.6
Apollo 17;71575;NA;SCB1;DB457;fine basalt;2.113
Apollo 17;71576;NA;SCB1;DB457;fine basalt;23.54
Apollo 17;71577;NA;SCB1;DB457;fine basalt;234.7
Apollo 17;71578;NA;SCB1;DB457;medium basalt;353.9
Apollo 17;71579;NA;SCB1;DB457;medium basalt;7.937
Apollo 17;71585;NA;SCB1;DB457;medium basalt;13.86
Apollo 17;71586;NA;SCB1;DB457;medium basalt;26.92
Apollo 17;71587;NA;SCB1;DB457;medium basalt;41.27
Apollo 17;71588;NA;SCB1;DB457;medium basalt;48.98
Apollo 17;71589;NA;SCB1;DB457;medium basalt;6.86
Apollo 17;71595;NA;SCB1;DB457;medium basalt;25.21
Apollo 17;71596;NA;SCB1;DB457;medium basalt;61.05
Apollo 17;71597;NA;SCB1;DB457;coarse basalt;12.35
Apollo 17;72010;NA;SCB8;NA;SCB residue ;76.92
Apollo 17;72130;NA;SCB8;DB26E;unsieved fines ;79.91
Apollo 17;72131;NA;SCB8;DB26E;<1mm fines;107.9
Apollo 17;72132;NA;SCB8;DB26E;1-2mm fines;8.53
Apollo 17;72133;NA;SCB8;DB26E;2-4mm fines;10.95
Apollo 17;72134;NA;SCB8;DB26E;4-10mm fines;13.18
Apollo 17;72135;NA;SCB8;DB26E;dark breccia of basalt fragments ;336.9
Apollo 17;72140;NA;SCB6;DB27E;unsieved fines ;115
Apollo 17;72141;NA;SCB6;DB27E;<1mm fines;225.9
Apollo 17;72142;NA;SCB6;DB27E;1-2mm fines;5.32
Apollo 17;72143;NA;SCB6;DB27E;2-4mm fines;1.88
Apollo 17;72144;NA;SCB6;DB27E;4-10mm fines;2.73
Apollo 17;72145;NA;SCB6;DB27E;dark matrix breccia;1.25
Apollo 17;72150;NA;SCB6;DB28E;DB residue ;53.29
Apollo 17;72155;NA;SCB6;DB28E;medium basalt;238.5
Apollo 17;72160;NA;SCB8;DB29E;unsieved fines ;80
Apollo 17;72161;NA;SCB8;DB29E;<1mm fines;162.5
Apollo 17;72162;NA;SCB8;DB29E;1-2mm fines;4.018
Apollo 17;72163;NA;SCB8;DB29E;2-4mm fines;2.538
Apollo 17;72164;NA;SCB8;DB29E;4-10mm fines;0.946
Apollo 17;72210;NA;SCB6;DB514;DB residue ;1.83
Apollo 17;72215;NA;SCB6;DB514;layered breccia;379.2
Apollo 17;72220;NA;SCB8;DB496;unsieved fines ;136.2
Apollo 17;72221;NA;SCB8;DB496;<1mm fines;225.8
Apollo 17;72222;NA;SCB8;DB496;1-2mm fines;11.13
Apollo 17;72223;NA;SCB8;DB496;2-4mm fines;7.92
Apollo 17;72224;NA;SCB8;DB496;4-10mm fines;7.51
Apollo 17;72230;NA;SCB6;DB515;DB residue ;1.66
Apollo 17;72235;NA;SCB6;DB515;layered breccia;61.91
Apollo 17;72240;NA;SCB8;DB497;unsieved fines ;113.3
Apollo 17;72241;NA;SCB8;DB497;<1mm fines;186
Apollo 17;72242;NA;SCB8;DB497;1-2mm fines;11.2
Apollo 17;72243;NA;SCB8;DB497;2-4mm fines;7.93
Apollo 17;72244;NA;SCB8;DB497;4-10mm fines;3.99
Apollo 17;72250;NA;SCB8;DB494;DB residue ;7.74
Apollo 17;72255;NA;SCB8;DB494;layered breccia;461.2
Apollo 17;72260;NA;SCB8;DB498;unsieved fines ;100.6
Apollo 17;72261;NA;SCB8;DB498;<1mm fines;161.9
Apollo 17;72262;NA;SCB8;DB498;1-2mm fines;7.7
