Mission;Sample;Subsample;depth (cm);Sieve size (µm);weight %;D50 (µm);Source
Apollo 15;15020;"15021;2";;4000.0;0.68;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;2000.0;0.95;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;1000.0;1.9;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;500.0;3.25;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;250.0;7.32;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;150.0;9.25;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;90.0;11.87;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;75.0;5.16;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;45.0;14.88;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;20.0;19.71;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15020;"15021;2";;1.0;24.03;53.91;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;10000.0;0.0;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;4000.0;3.03;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;2000.0;2.86;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;1000.0;3.03;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;500.0;4.5;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;250.0;6.29;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;125.0;10.16;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;63.0;15.01;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;20.0;24.27;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;10.0;10.88;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;4.0;10.16;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;68";35;1.0;8.81;49.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;10000.0;0.0;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;4000.0;3.03;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;2000.0;2.86;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;1000.0;3.03;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;500.0;3.0;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;250.0;5.79;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;150.0;6.58;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;90.0;10.42;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;75.0;4.62;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;45.0;14.24;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;20.0;18.94;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15030;"15031;31";35;1.0;26.48;51.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;10000.0;0.0;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;4000.0;0.53;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;2000.0;0.99;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;1000.0;1.81;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;500.0;1.97;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;250.0;6.98;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;150.0;8.46;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;90.0;12.5;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;75.0;4.96;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;45.0;16.01;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;20.0;18.77;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;34";;1.0;26.02;51.47;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;10000.0;0.0;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;4000.0;0.53;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;2000.0;0.99;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;1000.0;1.81;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;500.0;3.25;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;250.0;7.56;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;125.0;12.63;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;63.0;22.39;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;20.0;23.44;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;10.0;9.09;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;4.0;8.99;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15040;"15041;78";;1.0;8.32;60.46;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;10000.0;0.0;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;4000.0;1.21;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;2000.0;1.31;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;1000.0;2.79;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;500.0;5.39;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;250.0;12.7;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;150.0;11.87;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;90.0;13.89;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;75.0;4.52;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;45.0;12.14;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;20.0;16.03;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15070;"15071;19";;1.0;17.16;87.0;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15086;"15086;202";;10000.0;0.0;55.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15086;"15086;202";;4000.0;0.97;55.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15086;"15086;202";;2000.0;1.59;55.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 15;15086;"15086;202";;1000.0;1.77;55.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
