sample ID;serial number ;return container;Container;sample type;weight (g)
67697;NA;SCB6;DB421;glassy breccia;5.54
67705;NA;SCB4;DB388;glass;5.82
67706;NA;SCB4;DB388;fragmental polymict breccia;1.52
67707;NA;SCB4;DB388;fragmental polymict breccia;1.42
67708;NA;SCB4;DB388;fragmental polymict breccia;1.33
67715;NA;SCB4;DB423;fine-grained impact melt;9.44
67716;NA;SCB4;DB423;fine-grained impact melt;17.02
67717;NA;SCB4;DB423;glassy breccia;5.56
67718;NA;SCB4;DB423;fine-grained impact melt;41.05
67719;NA;SCB4;DB423;fine-grained impact melt;2.13
67725;NA;SCB4;DB423;crystalline polymict breccia;5.85
67726;NA;SCB4;DB423;crystalline polymict breccia;4.53
67727;NA;SCB4;DB423;fine-grained impact melt;1.8
67728;NA;SCB4;DB423;fine-grained impact melt;9.25
67729;NA;SCB4;DB423;glassy breccia;73.2
67735;NA;SCB4;DB423;glassy impact melt ;13.3
67736;NA;SCB4;DB423;crystalline impact melt;14.92
67737;NA;SCB4;DB423;fine-grained impact melt;4.56
67738;NA;SCB4;DB423;fine-grained impact melt;5.84
67739;NA;SCB4;DB423;fine-grained impact melt;2.03
67745;NA;SCB4;DB423;fine-grained impact melt;3.53
67746;NA;SCB4;DB423;poikiloblastic impactite;3.47
67747;NA;SCB4;DB423;basaltic impact melt ;6.3
67748;NA;SCB4;DB423;fine-grained impact melt;4.74
67749;NA;SCB4;DB423;fragmental polymict breccia;11.47
67755;NA;SCB4;DB423;fine-grained impact melt;3.53
67756;NA;SCB4;DB423;crystalline polymict breccia;4.82
67757;NA;SCB4;DB423;basaltic impact melt ;4.83
67758;NA;SCB4;DB423;crystalline polymict breccia;4.06
67759;NA;SCB4;DB423;fragmental polymict breccia;4.56
67765;NA;SCB4;DB423;fine-grained impact melt;1.73
67766;NA;SCB4;DB423;crystalline polymict breccia;5.47
67767;NA;SCB4;DB423;fragmental polymict breccia;1.67
67768;NA;SCB4;DB423;fragmental polymict breccia;0.99
67769;NA;SCB4;DB423;poikilitic impact melt;3.05
67775;NA;SCB4;DB423;fine-grained impact melt;6.58
67776;NA;SCB4;DB423;fragmental polymict breccia;3.1
67915;NA;SCB4;NA;crystalline polymict breccia;2559
67935;NA;SCB4;DB389;basaltic impact melt ;108.9
67936;NA;SCB4;DB389;basaltic impact melt ;61.82
67937;NA;SCB4;DB389;basaltic impact melt ;59.67
67945;NA;SCB4;DB390;basaltic impact melt ;4.37
67946;NA;SCB4;DB390;variolitic impact melt;3.2
67947;NA;SCB4;DB390;basaltic impact melt ;2.43
67948;NA;SCB4;DB390;basaltic impact melt ;1.59
67955;NA;SCB4;DB390;poikiloblastic impactite;162.6
67956;NA;SCB4;DB390;basaltic impact melt ;3.7
67957;NA;SCB4;DB390;glassy breccia;1.73
67975;NA;SCB4;DB392;fragmental polymict breccia;446.6
68001;2036;NA;Drive tube ;drive tube ;840.7
68002;2029;NA;Drive tube ;drive tube ;583.5
68035;NA;SCB3;DB413;crystalline polymict breccia;20.96
68115;NA;SRC2;DB340;glassy breccia;1191
68415;NA;SRC2;DB341-2;basaltic impact melt ;371.2
68416;NA;SRC2;DB341;basaltic impact melt ;178.4
68505;NA;SCB3;DB412;poikilitic impact melt;1.3
68515;NA;SCB3;DB411;dilithologic breccia;236.1
68516;NA;SCB3;DB411;fine-grained impact melt;34.04
68517;NA;SCB3;DB411;crystalline fragmental polymict breccia;13.13
68518;NA;SCB3;DB411;glass;29.82
68519;NA;SCB3;DB411;basaltic impact melt ;10.56
68525;NA;SCB3;DB411;poikilitic impact melt;38.96
68526;NA;SCB3;DB411;poikilitic impact melt;7.21
68527;NA;SCB3;DB411;crystalline polymict breccia;3.03
68528;NA;SCB3;DB411;crystalline polymict breccia;1.08
68529;NA;SCB3;DB411;glass;7.03
68535;NA;SCB3;DB411;glassy breccia;8.04
68536;NA;SCB3;DB411;basaltic impact melt ;1.85
68537;NA;SCB3;DB411;fine-grained impact melt;1.41
68815;NA;SRC2;DB343;glassy breccia;1826
68825;NA;SCB1;DB375;glassy impact melt ;8.658
68845;NA;SCB1;DB344;fine-grained impact melt;4.556
68846;NA;SCB1;DB344;fine-grained impact melt;2.284
68847;NA;SCB1;DB344;fine-grained impact melt;2.854
68848;NA;SCB1;DB344;basaltic impact melt ;1.77
69001;2034;NA;Drive tube ;NA;558.4
69935;NA;SCB3;DB378;glassy breccia;127.6
69945;NA;SCB3;DB377;poikilitic impact melt;6.88
69955;NA;SCB3;DB380;cataclastic anorthosite ;75.94
69965;NA;SCB3;DB379;fragmental polymict breccia;1.12
